0	0.000000	1.000000	0.294224
1	0.512874	0.298658	0.071619
2	0.295503	0.152249	0.027970
3	0.182873	0.084920	0.017213
4	0.134447	0.049624	0.015485
5	0.098271	0.042896	0.008888
6	0.082042	0.035048	0.007918
7	0.069786	0.037143	0.015979
8	0.060934	0.049742	0.005572
9	0.054016	0.038626	0.007067
10	0.053136	0.028325	0.006772
11	0.049819	0.032808	0.012228
12	0.043585	0.043132	0.011409
13	0.040355	0.048360	0.010458
14	0.034674	0.048122	0.012795
15	0.030572	0.039088	0.011935
16	0.025731	0.037066	0.013084
17	0.023165	0.026257	0.005973
18	0.022333	0.026342	0.005000
19	0.023302	0.027793	0.007554
20	0.019742	0.018402	0.006506
21	0.017317	0.013928	0.006648
22	0.015899	0.014918	0.005280
23	0.015022	0.014283	0.005257
24	0.014793	0.015780	0.005000
25	0.014540	0.014845	0.005000
26	0.011901	0.019147	0.006325
27	0.013609	0.017806	0.007554
28	0.014429	0.020010	0.005000
29	0.014068	0.022423	0.007743
30	0.012469	0.021270	0.005389
31	0.011374	0.017823	0.005000
32	0.008067	0.011605	0.005000
33	0.008491	0.013608	0.005000
34	0.008538	0.012222	0.005000
35	0.011403	0.008226	0.005000
36	0.010283	0.009501	0.005000
37	0.010278	0.008108	0.005000
38	0.009407	0.010978	0.005000
39	0.010038	0.009409	0.005000
40	0.008716	0.012763	0.005000
41	0.009676	0.009980	0.005000
42	0.009060	0.010391	0.005000
43	0.009140	0.006580	0.005000
44	0.011071	0.006308	0.005000
45	0.009181	0.007434	0.005000
46	0.008652	0.009598	0.005000
47	0.008628	0.011184	0.005000
48	0.007504	0.011350	0.005000
49	0.005116	0.016017	0.006835
50	0.005827	0.014013	0.005000
51	0.006531	0.011098	0.005000
52	0.005635	0.012785	0.005000
53	0.004939	0.009640	0.005000
54	0.005903	0.008956	0.005000
55	0.005877	0.010035	0.005000
56	0.006942	0.011519	0.005000
57	0.007330	0.009058	0.005000
58	0.007325	0.007452	0.005000
59	0.008023	0.006111	0.005000
60	0.006803	0.005537	0.005000
61	0.007752	0.005221	0.005000
62	0.008439	0.003569	0.005000
63	0.007807	0.004761	0.005000
64	0.006723	0.005044	0.005000
65	0.006602	0.005796	0.005000
66	0.005769	0.005773	0.005000
67	0.005457	0.005168	0.005000
68	0.005073	0.005940	0.005000
69	0.005783	0.010049	0.005000
70	0.004594	0.011667	0.005000
71	0.005215	0.010606	0.005000
72	0.005318	0.008965	0.005000
73	0.004572	0.007411	0.005000
74	0.005267	0.008409	0.005000
75	0.005426	0.004588	0.005000
76	0.006105	0.003503	0.005000
77	0.005755	0.005890	0.005000
78	0.004857	0.003956	0.005000
79	0.005908	0.002976	0.005000
80	0.005287	0.007271	0.005000
81	0.005411	0.007291	0.005000
82	0.005255	0.006147	0.005000
83	0.004734	0.005438	0.005000
84	0.003694	0.005234	0.005000
85	0.004404	0.003452	0.005000
86	0.004163	0.005145	0.005000
87	0.004183	0.008007	0.005000
88	0.003514	0.011931	0.005000
89	0.004607	0.008708	0.005000
90	0.000000	1.000000	0.294224
91	0.000000	1.000000	0.153942
92	0.494669	0.289746	0.084149
93	0.283527	0.131774	0.048980
94	0.179873	0.118806	0.035489
95	0.133146	0.081209	0.028206
96	0.102486	0.068737	0.023325
97	0.084066	0.062440	0.032367
98	0.068707	0.082221	0.025652
99	0.064729	0.061741	0.017285
100	0.061058	0.059160	0.022767
101	0.057754	0.044641	0.014640
102	0.049794	0.059658	0.014063
103	0.042587	0.066505	0.022248
104	0.031850	0.066479	0.020019
105	0.029197	0.051285	0.017989
106	0.024727	0.047115	0.013124
107	0.022489	0.027887	0.010521
108	0.021615	0.029635	0.008603
109	0.018991	0.033655	0.005000
110	0.017914	0.018445	0.008570
111	0.014075	0.013982	0.005000
112	0.016041	0.019798	0.007280
113	0.013600	0.016760	0.006417
114	0.013788	0.018121	0.006301
115	0.012111	0.018758	0.005000
116	0.010763	0.025127	0.010327
117	0.011204	0.021745	0.006950
118	0.014053	0.021138	0.005000
119	0.013316	0.025055	0.011369
120	0.009758	0.026447	0.005000
121	0.009900	0.022231	0.007546
122	0.009209	0.013067	0.007378
123	0.010515	0.017115	0.005000
124	0.009872	0.013986	0.005684
125	0.013447	0.013650	0.005514
126	0.012268	0.013037	0.005000
127	0.009845	0.009185	0.005000
128	0.011801	0.012009	0.005009
129	0.010559	0.015032	0.007163
130	0.009093	0.016456	0.005917
131	0.010688	0.013620	0.005803
132	0.009822	0.011779	0.005000
133	0.009075	0.010732	0.005219
134	0.009897	0.006573	0.005000
135	0.011381	0.008163	0.005000
136	0.009402	0.012223	0.005000
137	0.007767	0.014241	0.007284
138	0.007294	0.014107	0.005719
139	0.005370	0.012676	0.006608
140	0.005885	0.014027	0.005944
141	0.006336	0.011654	0.005000
142	0.005449	0.017114	0.005000
143	0.006060	0.008272	0.005492
144	0.005051	0.012000	0.005000
145	0.004864	0.009052	0.005000
146	0.006121	0.011249	0.005000
147	0.005216	0.011359	0.005000
148	0.005858	0.009746	0.005000
149	0.006663	0.008273	0.005000
150	0.006324	0.010133	0.005963
151	0.007202	0.008350	0.005919
152	0.007287	0.007975	0.005000
153	0.008927	0.005508	0.005000
154	0.007138	0.007715	0.005000
155	0.007619	0.008138	0.005142
156	0.006959	0.006487	0.005000
157	0.007108	0.007060	0.005000
158	0.005708	0.009886	0.005000
159	0.006972	0.012502	0.005000
160	0.005147	0.013107	0.005000
161	0.005891	0.015952	0.005000
162	0.005164	0.012304	0.006486
