# TEMP	<E>	sigma_E	Cv	F(T)	S(T)
1.660000		68.221410	11.273792	46.123673	5.531183	37.765197
1.674000		68.861900	11.276553	45.377628	4.999770	38.149421
1.688000		69.492063	11.279141	44.648528	4.463043	38.524301
1.702000		70.112142	11.281738	43.937257	3.921132	38.890136
1.716000		70.722392	11.284486	43.244316	3.374160	39.247221
1.730000		71.323070	11.287485	42.569856	2.822249	39.595850
1.744000		71.914433	11.290797	41.913720	2.265514	39.936307
1.758000		72.496737	11.294447	41.275483	1.704069	40.268867
1.772000		73.070228	11.298427	40.654490	1.138022	40.593796
1.786000		73.635140	11.302698	40.049893	0.567477	40.911345
